droga,marca,presentacion,laboratorio,precio
pregabalina,"PREBICTAL 15.464,56",25 mg caps.x 28,Raffo,6226.8
pregabalina,"CLASICA 10.577,22",25 mg caps.x 30,Craveri,4891.21
pregabalina,"LUNEL 11.601,63",25 mg caps.x 30,Montpellier,4989.1
pregabalina,,25 mg caps.x 30,,4865.65
pregabalina,"GAVIN 13.636,41",25 mg caps.x 30,Gador,5047.04
pregabalina,"PLENICA 13.725,00",25 mg caps.x 30,Roemmers,5013.27
pregabalina,"AXUAL 14.742,33",25 mg caps.x 30,Teva argentina,6147.38
pregabalina,"PRINCIPIA 17.010,80",25 mg caps.x 30,Elea,6532.48
pregabalina,"LYRICA 17.082,71",25 mg caps.x 30,Aspen Pharma,6459.94
pregabalina,,25 mg,Rospaw,4331.54
pregabalina,,25 mg,Casasco,5271.04
pregabalina,"LYRICA 31.933,02",25 mg caps.x 60,Aspen Pharma,11909.03
pregabalina,"GAVIN 78.436,48",300 mg caps.x 28,Gador,32111.66
pregabalina,"LINPREL 88.256,86",300 300 mg caps.x 28,Baliarda,33184.21
pregabalina,"AXUAL 6.732,70",300 mg caps.x 30,Teva argentina,3366.35
pregabalina,,300 mg caps.x 30,,23730.16
pregabalina,"GAVIN 82.944,23",300 mg caps.x 30,Gador,34251.89
pregabalina,"LINPREL 88.693,79",300 300 mg caps.x 30,Baliarda,30504.58
pregabalina,"LYRICA 89.642,63",300 mg caps.x 30,Aspen Pharma,34098.92
pregabalina,"PLENICA 89.737,00",300 mg caps.x 30,Roemmers,33894.25
pregabalina,"PRINCIPIA 99.686,77",300 mg caps.x 30,Elea,38281.65
pregabalina,,300 mg,Rospaw,29219.22
pregabalina,"PLENICA 15.524,00",50 mg caps.x 15,Roemmers,5863.4
pregabalina,"GAVIN 25.413,02",50 mg caps.x 28,Gador,9759.64
pregabalina,"LINPREL 28.855,72",50 50 mg caps.x 28,Baliarda,9464.11
pregabalina,"PREBICTAL 37.117,78",50 mg caps.x 28,Raffo,14945.45
pregabalina,,50 mg caps.x 30,,9781.6
pregabalina,"GAVIN 29.138,95",50 mg caps.x 30,Gador,11249.47
pregabalina,"AXUAL 30.077,29",50 mg caps.x 30,Teva argentina,12474.62
pregabalina,"PLENICA 30.162,00",50 mg caps.x 30,Roemmers,11392.08
pregabalina,"LYRICA 36.861,07",50 mg caps.x 30,Aspen Pharma,13993.95
pregabalina,,50 mg,Rospaw,8013.81
pregabalina,,50 mg,Casasco,10283.59
pregabalina,"PREBANAL 17.342,48",75 mg caps.x 14,Raymos-Megalabs,7040.26
pregabalina,,75 mg caps.x 15,,6439.13
pregabalina,"PLENICA 22.417,00",75 mg caps.x 15,Roemmers,8467.05
pregabalina,"LYRICA 24.171,82",75 mg caps.x 15,Aspen Pharma,9150.1
pregabalina,"CLASICA 30.837,47",75 mg caps.x 28,Craveri,15418.74
pregabalina,"PREBIEN 32.209,52",75 mg caps.x 28,Ariston,12885.85
pregabalina,"GAVIN 33.329,43",75 mg caps.x 28,Gador,13524.47
pregabalina,"PREBANAL 34.224,81",75 mg caps.x 28,Raymos-Megalabs,13935.13
pregabalina,"PREGABALINA VANNIER 34.977,55",75 75 mg caps.x 28,Vannier,14994.96
pregabalina,"LINPREL 39.500,28",75 75 mg caps.x 28,Baliarda,15257.45
pregabalina,"PREBICTAL 43.782,39",75 mg caps.x 28,Raffo,17628.95
pregabalina,"DOLGENAL 2.091,92",75 mg caps.x 30,Savant Generic,1045.96
pregabalina,"CLASICA 31.630,03",75 mg caps.x 30,Craveri,14994.96
pregabalina,,75 mg caps.x 30,,14389.23
pregabalina,"GAVANEURAL 35.544,94",75 mg caps.x 30,Denver Farma,14915.77
pregabalina,"AXUAL 38.303,26",75 mg caps.x 30,Teva argentina,15813.86
pregabalina,"GAVIN 39.985,13",75 mg caps.x 30,Gador,15600.58
pregabalina,"LINPREL 39.987,90",75 75 mg caps.x 30,Baliarda,15429.1
pregabalina,"LUNEL 40.523,13",75 mg caps.x 30,Montpellier,15419.24
pregabalina,"PGB 43.098,18",75 mg caps.x 30,Siegfried,16528.33
pregabalina,"PLENICA 43.934,00",75 mg caps.x 30,Roemmers,16594.42
pregabalina,"LYRICA 46.364,56",75 mg caps.x 30,Aspen Pharma,17619.32
pregabalina,"PRINCIPIA 52.811,25",75 mg caps.x 30,Elea,20280.54
pregabalina,,75 75 mg,Richet,13896.36
pregabalina,,75 mg,Rospaw,14283.2
pregabalina,,75 mg,Casasco,16235.51
pregabalina,"AXUAL 73.431,25",75 mg caps.x 60,Teva argentina,28729.48
pregabalina,"PRINCIPIA 81.941,60",75 mg caps.x 60,Elea,31467.16
pregabalina,"PLENICA 84.680,00",75 mg caps.x 60,Roemmers,31984.3
pregabalina,"LYRICA 85.458,03",75 mg caps.x 60,Aspen Pharma,32554.68
pregabalina,,75 75 mg,Richet,28790.12
pregabalina,,75 mg comp.,Raffo,19541.69
pregabalina,,75 mg comp.,Raffo,42276.28
pregabalina,"LUNEL 75 PRACTIDOSIS 42.229,15",75 mg comp.birr.x 30,Montpellier,15740.22
pregabalina,"PREBIEN 75 DIVIDOSIS 37.792,33",75 mg comp.birran.x 30,Ariston,15527.67
pregabalina,"GAVIN 75 BIRRANURADO 40.850,53",75 mg comp.birran.x 30,Gador,16269.69
pregabalina,"KABIAN 75 MULTIDOSIS 45.074,54",75 mg comp.birran.x 30,Temis-LostalÃ³,16811.16
pregabalina,"LINPREL MULTIDOSIS 42.094,05",75 mg comp.birranur.x 30,Baliarda,16179.18
pregabalina,"PRINCIPIA PRACTIDOSIS 47.400,88",75 mg comp.birranur.x 30,Elea,18202.86
pregabalina,LINPREL MULTIDOSIS,75 mg comp.birranur.x 60,Baliarda,82614.85
pregabalina,"PGB 75 MULTIDOSIS 22.234,95",75 mg comp.multid.x 15,Siegfried,8527.19
pregabalina,"PGB 75 MULTIDOSIS 46.507,75",75 mg comp.multid.x 30,Siegfried,17835.91
pregabalina,"SERIPRAN 38.254,62",75 mg comp.ran.dividsx30,Rospaw,12477.76
pregabalina,"MYSTIKA 75 MULTIDOSIS 44.263,70",75 mg comp.rec.birr.x 30,Richmond,14514.38
pregabalina,,75 mg comp.x 15,,20999.51
pregabalina,"PLENICA 75 PRACTIDOSIS 24.189,00",75 mg comp.x 15,Roemmers,9136.74
pregabalina,,75 mg comp.x 30,,37771.5
pregabalina,"NEURISTAN MULTIDOSIS 45.486,97",75 mg comp.x 30,Casasco,17148.61
pregabalina,"PLENICA 75 PRACTIDOSIS 46.974,00",75 mg comp.x 30,Roemmers,17742.54
pregabalina,"NEURISTAN MULTIDOSIS 87.359,71",75 mg comp.x 60,Casasco,29594.33
pregabalina,,75 mg,Teva argentina,9275.18
pregabalina,,75 mg,Teva argentina,16276.53
"pridinol,mesilato","PRINIL 6.950,00",4 mg comp.ran.x 10,Trb-Pharma,2829.58
"pridinol,mesilato","RELAXEDAN 17.329,31",4 mg comp.ran.x 15,BagÃ³,5275.14
"pridinol,mesilato","PRINIL 16.500,00",4 mg comp.ran.x 30,Trb-Pharma,6707.71
"pridinol,mesilato",,4 mg comp.x 10,,2054.56
"pridinol,mesilato",,4 mg comp.x 15,,3762.05
"pridinol,mesilato",,4 mg comp.x 30,,4833.09
primidona,MYSODONE,250 mg comp.x 30,HLB Pharma,45487.01
procarbazina,,50 mg,Everex,10018140.15
procarbazina,,50 mg,Eczane,15367667.16
producto,,200 ml,,313.73
progesterona,GESLUTIN,100 mg caps.bl.x 30,Raffo,57230.73
progesterona,"UTROGESTAN 62.946,48",100 mg caps.x 30,Ferring,16220.17
progesterona,GESLUTIN,200 mg caps.bl.x 15,Raffo,64410.11
progesterona,GESLUTIN,200 mg caps.bl.x 30,Raffo,121920.52
progesterona,"UTROGESTAN 62.761,25",200 mg caps.x 14,Ferring,17012.8
progesterona,"UTROGESTAN 123.933,51",200 mg caps.x 28,Ferring,33175.59
progesterona,"UTROGESTAN 184.481,16",200 mg caps.x 42,Ferring,48605.46
progesterona,,25 mg,Eurofarma,244615.71
progesterona,,"PROGEST 200 caps.blandas x 15 63.971,86",Elea,16103.42
progesterona,,"PROGEST caps.blandas x 30 60.006,29",Elea,15178.93
progesterona,,"PROGEST 200 caps.blandas x 30 126.530,05",Elea,32008.04
progesterona,,"MAFEL 200 caps.x 14 65.215,49",Raymos-Megalabs,12159.53
progesterona,,"MAFEL 200 caps.x 28 121.475,50",Raymos-Megalabs,26119.56
progesterona,,"MAFEL caps.x 30 55.556,62",Raymos-Megalabs,13629.74
progesterona,,GESTFEM cÃ¡ps.x 30 Laboratorios Be,,42576.99
progesterona,,MAFEL 200 caps.x 42,Raymos-Megalabs,174497.74
progesterona,,"CRINONE 8% dispens.monods.pack x 15 180.551,44",Merck Serono,49718.51
promestriene,,"COLPOTROPHINE caps.vag.x 10 32.433,18",Teva argentina,9626.38
promestriene,,"COLPOTROPHINE caps.vag.x 20 61.082,64",Teva argentina,17840.77
promestriene,,"PROMECLIM comp.vag.x 10 31.563,33",Raymos-Megalabs,8277.8
promestriene,,"PROMECLIM comp.vag.x 20 58.367,14",Raymos-Megalabs,15315.53
promestriene,,x 15 g.,Temis-LostalÃ³,31900.9
promestriene,,15 g,Beta,9600.33
promestriene,,15 g,Teva argentina,10062.75
promestriene,,"MENOCLIM PRO ov. x 10 31.210,60",Beta,9201.15
promestriene,,COLPOESTRIENE ov. x 10,Temis-LostalÃ³,31297.53
promestriene,,"MENOCLIM PRO ov. x 20 58.927,43",Beta,17022.06
promestriene,,COLPOESTRIENE ov. x 20,Temis-LostalÃ³,59465.71
prometazina,"PROMETAZINA VANNIER 14.398,87",25 mg comp.rec.x 30,Vannier,2091.11
prometazina,"ROSTAZINA 14.549,22",25 mg comp.rec.x 30,Rospaw,2106.45
propafenona,"NORMORYTMIN 31.870,39",150 mg comp.rec.x 20,Abbott EPD,5266.96
propafenona,"NORMORYTMIN 69.205,50",150 mg comp.rec.x 50,Abbott EPD,11437.32
propafenona,"NORMORYTMIN 58.707,45",300 mg comp.rec.x 20,Abbott EPD,9885.72
propafenona,"NORMORYTMIN 126.887,12",300 mg comp.rec.x 50,Abbott EPD,21365.9
proparacaÃ­na,,x 10 ml,Poen,10740.5
proparacaÃ­na,,15 ml,Alcon,5145.66
propilenglicol,,12 ml,,12104.44
propilenglicol,,x 10 ml,Alcon,11284.39
propilenglicol,,10 ml,Alcon,21961.77
propinox,,SERTAL PERLAS caps.blandas x 10,Roemmers,5932.0
propinox,,SERTAL FEM cÃ¡ps.blandas x 10,Roemmers,5829.0
propinox,,SERTAL FEM cÃ¡ps.blandas x 20,Roemmers,11652.0
propinox,,SERTAL FEM cÃ¡ps.blandas x 6,Roemmers,2747.0
propinox,,rec.x 10,Roemmers,5496.0
propinox,,20 ml,Monserrat,1099.78
propinox,,20 ml,Roemmers,4461.42
"propinox,",,rec.x 10,Monserrat,7850.0
"propinox,",,rec.x 10,Roemmers,8703.7
"propinox,",,rec.x 20,Roemmers,13706.0
"propinox,",,rec.x 20,Roemmers,6289.99
"propinox,",,clonixinato de lisin SERTAL COMPUESTO iny.x 3 dosis,Roemmers,12402.0
"propinox,",,rec.x 20,GramÃ³n,3887.84
propofol,,5 x 20 ml,Aspen Pharma,30857.53
propofol,,100 x 20 ml,Gray,3719650.48
propofol,,25 x 20 ml,Gray,942883.33
propofol,,5 x 20 ml,Scott Pharma,7882.0
propofol,,5 x 20 ml,Gray,192129.05
propofol,,5 x 20 ml,,39476.25
propofol,,5 x 20 ml,IMA,238701.69
propofol,,10 x 50 ml,,311751.41
propofol,,25 x 20 ml,Gobbi,926370.11
propofol,,5 x 20 ml,Gobbi,185273.96
propofol,,1 x 50 ml,Gobbi,37981.2
propranolol,"PROPRANOLOL GADOR 9.979,53",10 mg comp.x 20,Gador,673.66
propranolol,"PROPRANOLOL GADOR 42.078,86",40 mg comp.x 100,Gador,3095.88
propranolol,"PROPRANOLOL GADOR 21.073,55",40 mg comp.x 50,Gador,1475.03
propranolol,"PROPRANOLOL GADOR 33.731,26",80 mg comp.x 50,Gador,2329.9
propranolol,OPOSIM,a. x 5 x 5 ml,Richet,1207284.7
"propranolol,clorh",,x 100 ml,CassarÃ¡,38310.0
protamina,,1 x 5 ml,Rivero,26715.86
proteÃ­nas,,g x 100 ml,,11924330.64
prucalopride,PRUCAL,1 mg comp.rec.x 10,Siegfried,21250.45
prucalopride,DOSNE,1 mg comp.rec.x 28,Rossmore Pharma,61630.14
prucalopride,PRUCAL,1 mg comp.rec.x 30,Siegfried,51260.52
prucalopride,DOSNE,1 mg comp.rec.x 42,Rossmore Pharma,61630.14
prucalopride,DOSNE,1 mg comp.rec.x 7,Rossmore Pharma,21455.8
prucalopride,ERCANOL,1 mg comp.x 30,Casasco,46334.42
prucalopride,PRULIDE,2 mg comp.rec.ran.x 15,Baliarda,11533.67
prucalopride,PRUCAL,2 mg comp.rec.x 10,Siegfried,27719.74
prucalopride,PRUXAN,2 mg comp.rec.x 28,Ariston,57635.88
prucalopride,DOSNE,2 mg comp.rec.x 28,Rossmore Pharma,64510.54
prucalopride,RESOLIDE,2 mg comp.rec.x 28,Eczane,70971.28
prucalopride,PRUCAL,2 mg comp.rec.x 30,Siegfried,67957.99
prucalopride,PRUCACINET,2 mg comp.rec.x 30,DomÃ­nguez,68811.47
prucalopride,DOSNE,2 mg comp.rec.x 42,Rossmore Pharma,64510.54
prucalopride,PRUXAN,2 mg comp.rec.x 7,Ariston,14470.12
prucalopride,ERCANOL,2 mg comp.x 30,Casasco,61393.53
"pseudoefedrina,",,"asoc. NASTIZOL comp.x 20 12.783,20",BagÃ³,3168.81
psyllium,,LOSTAMUCIL Nja.pvo.efer.sob.x 30,Temis-LostalÃ³,75182.99
psyllium,,400 g,Savant Consumer,18462.43
psyllium,,400 g,Temis-LostalÃ³,140786.34
"psyllium,",,rec.x 30,Beta,7355.62
pygeum,,"africanum, serenoa rep.NORMOPROST PLUS caps.x 30 80.606,64",Temis-LostalÃ³,16176.97
quetiapina,"BIATRIX 99.532,04",100 100 mg comp.rec.ran.x 30,Baliarda,36145.41
quetiapina,"BIATRIX 149.767,62",100 100 mg comp.rec.ran.x 60,Baliarda,56613.29
quetiapina,"VESPARAX 88.486,00",100 mg comp.rec.x 30,Lazar,35284.63
quetiapina,"DOMINIUM 94.032,83",100 mg comp.rec.x 30,Beta,35523.84
quetiapina,"QTP 97.763,27",100 100 mg comp.rec.x 30,Siegfried,37492.61
quetiapina,"ATIPINA 105.632,47",100 100 mg comp.rec.x 30,Raymos-Megalabs,31874.16
quetiapina,"DENDRITEX 97.176,33",100 100 mg comp.trirran.x 30,Temis-LostalÃ³,37655.02
quetiapina,"KENANTIS 84.280,00",100 mg comp.x 30,Lepetit,20068.46
quetiapina,QUEPAX,100 mg comp.x 30,Ariston,84497.99
quetiapina,"QUETIAPINA VANNIER 86.121,43",100 100 mg comp.x 30,Vannier,32530.82
quetiapina,"QUETIAROS 89.626,37",100 mg comp.x 30,Rospaw,33872.01
quetiapina,"SEROQUEL 95.312,85",100 mg comp.x 30,BagÃ³,38377.88
quetiapina,"ROSTRUM 95.933,67",100 mg comp.x 30,Casasco,36238.07
quetiapina,"QUETIAZIC 101.214,98",100 mg comp.x 30,Raffo,37838.19
quetiapina,"INQUETIA 102.340,00",100 mg comp.x 30,Roemmers,38654.14
quetiapina,"ETIASEL 164.708,98",100 mg comp.x 30,AstraZeneca,51231.29
quetiapina,"ROSTRUM 146.422,76",100 mg comp.x 60,Casasco,50951.83
quetiapina,"QUETIAZIC 158.240,98",100 mg comp.x 60,Raffo,59913.78
quetiapina,"SEROQUEL XR 133.048,43",150 mg comp.x 30,BagÃ³,51501.88
quetiapina,"ETIASEL XR 158.914,39",150 mg comp.x 30,AstraZeneca,54289.66
quetiapina,"BIATRIX 122.126,68",200 200 mg comp.rec.ran.x 30,Baliarda,44698.32
quetiapina,"BIATRIX 197.868,62",200 200 mg comp.rec.ran.x 60,Baliarda,72822.26
quetiapina,"DOMINIUM 109.699,48",200 mg comp.rec.x 30,Beta,39566.25
quetiapina,"VESPARAX 115.810,84",200 mg comp.rec.x 30,Lazar,44855.69
quetiapina,"QTP 126.359,97",200 200 mg comp.rec.x 30,Siegfried,48459.56
quetiapina,"ATIPINA 135.622,42",200 200 mg comp.rec.x 30,Raymos-Megalabs,40602.76
quetiapina,"KENANTIS 103.460,00",200 mg comp.x 30,Lepetit,24756.28
quetiapina,QUEPAX,200 mg comp.x 30,Ariston,105421.11
quetiapina,"QUETIAPINA VANNIER 108.799,54",200 200 mg comp.x 30,Vannier,40829.98
quetiapina,"QUETIAROS 116.193,56",200 mg comp.x 30,Rospaw,44642.13
quetiapina,"ROSTRUM 117.746,42",200 mg comp.x 30,Casasco,45906.03
quetiapina,"SEROQUEL 118.583,89",200 mg comp.x 30,BagÃ³,48693.5
quetiapina,"ROSTRUM XR 121.435,81",200 mg comp.x 30,Casasco,47805.07
quetiapina,"SEROQUEL XR 123.944,70",200 mg comp.x 30,BagÃ³,54582.39
quetiapina,"INQUETIA 125.526,00",200 mg comp.x 30,Roemmers,47411.27
quetiapina,"QUETIAZIC 128.805,46",200 mg comp.x 30,Raffo,49409.76
quetiapina,"ETIASEL XR 212.159,51",200 mg comp.x 30,AstraZeneca,72479.61
quetiapina,"ETIASEL 213.129,01",200 mg comp.x 30,AstraZeneca,66961.35
quetiapina,"ROSTRUM 193.531,58",200 mg comp.x 60,Casasco,65539.71
quetiapina,"QUETIAZIC 207.827,30",200 mg comp.x 60,Raffo,79957.02
quetiapina,QUETIAZIC XR,200mg comp,Raffo,49181.99
quetiapina,BIATRIX XR 200,200mg comp,Baliarda,44753.66
quetiapina,"BIATRIX 58.517,81",25 25 mg comp.rec.ran.x 30,Baliarda,21320.29
quetiapina,"BIATRIX 94.164,36",25 25 mg comp.rec.ran.x 60,Baliarda,33897.57
quetiapina,,25 mg comp.rec.x 30,,17700.88
quetiapina,"DOMINIUM 54.069,96",25 mg comp.rec.x 30,Beta,20426.62
quetiapina,"VESPARAX 54.780,96",25 mg comp.rec.x 30,Lazar,20981.12
quetiapina,"DENDRITEX 58.622,76",25 25 mg comp.rec.x 30,Temis-LostalÃ³,22844.64
quetiapina,"QTP 59.411,36",25 25 mg comp.rec.x 30,Siegfried,22784.5
quetiapina,"ATIPINA 64.040,93",25 25 mg comp.rec.x 30,Raymos-Megalabs,19394.74
quetiapina,INQUETIA,25 mg comp.x 10,Roemmers,4123.87
quetiapina,QUEPAX,25 mg comp.x 10,Ariston,9771.18
quetiapina,"ROSTRUM 14.540,14",25 mg comp.x 10,Casasco,5535.91
quetiapina,"KENANTIS 49.550,00",25 mg comp.x 30,Lepetit,12515.68
quetiapina,QUEPAX,25 mg comp.x 30,Ariston,49983.3
quetiapina,"QUETIAPINA VANNIER 50.487,54",25 25 mg comp.x 30,Vannier,19188.2
quetiapina,"QUETIAROS 52.921,97",25 mg comp.x 30,Rospaw,20293.21
quetiapina,"ROSTRUM 56.276,66",25 mg comp.x 30,Casasco,21426.38
quetiapina,"SEROQUEL 56.651,76",25 mg comp.x 30,BagÃ³,23842.82
quetiapina,"INQUETIA 60.681,00",25 mg comp.x 30,Roemmers,22919.57
quetiapina,"QUETIAZIC 61.080,12",25 mg comp.x 30,Raffo,23394.99
quetiapina,"ETIASEL 105.511,59",25 mg comp.x 30,AstraZeneca,31827.96
quetiapina,ROSTRUM,25 mg comp.x 60,Casasco,90483.57
quetiapina,"QUETIAZIC 97.367,78",25 mg comp.x 60,Raffo,36001.8
quetiapina,"BIATRIX 155.484,42",300 300 mg comp.rec.ran.x 30,Baliarda,52812.29
quetiapina,"SEROQUEL 147.672,74",300 mg comp.x 30,BagÃ³,58328.09
quetiapina,"QUETIAZIC 157.167,27",300 mg comp.x 30,Raffo,55494.46
quetiapina,"ROSTRUM XR 162.391,96",300 mg comp.x 30,Casasco,63607.8
quetiapina,"SEROQUEL XR 165.049,80",300 mg comp.x 30,BagÃ³,69946.76
quetiapina,"ETIASEL XR 282.890,07",300 mg comp.x 30,AstraZeneca,96643.17
quetiapina,"ETIASEL 284.646,07",300 mg comp.x 30,AstraZeneca,80915.04
quetiapina,QUETIAZIC XR,300mg comp,Raffo,66223.73
quetiapina,BIATRIX XR 300,300mg comp,Baliarda,59637.08
quetiapina,"SEROQUEL XR 253.561,82",400 mg comp.x 30,BagÃ³,104831.96
quetiapina,"ETIASEL XR 424.308,30",400 mg comp.x 30,AstraZeneca,144955.41
quetiapina,QUETIAZIC XR,400mg comp,Raffo,99573.4
quetiapina,BIATRIX XR 400,400mg comp,Baliarda,91642.45
quetiapina,"QUETIAZIC XR 125.318,46",50 mg comp.acc.prol.x 30,Raffo,48385.57
quetiapina,"BIATRIX XR 122.185,43",50 50 mg comp.lib.prol.x 30,Baliarda,41766.37
quetiapina,"ROSTRUM XR 117.394,61",50 mg comp.x 30,Casasco,46078.09
quetiapina,"SEROQUEL XR 119.382,84",50 mg comp.x 30,BagÃ³,50076.61
quetiapina,"ETIASEL XR 209.864,74",50 mg comp.x 30,AstraZeneca,66201.87
quetiapina,KEMOTER,25 MG comp.rec.x 10,Elea,27830.44
quetiapina,"KEMOTER 58.901,18",25 MG comp.rec.x 30,Elea,22080.65
quetiapina,"KEMOTER 97.965,58",100 MG comp.rec.x 30,Elea,36475.37
quetiapina,"KEMOTER XR 122.777,02",50 MG comp.rec.x 30,Elea,47576.94
quetiapina,"KEMOTER 126.006,78",200 MG comp.rec.x 30,Elea,49404.27
quetiapina,"KEMOTER XR 126.150,56",200 MG comp.rec.x 30,Elea,48884.21
quetiapina,"KEMOTER XR 171.858,21",300 MG comp.rec.x 30,Elea,66596.24
quetiapina,"KEMOTER XR 237.351,29",400 MG comp.rec.x 30,Elea,91975.26
"quinestrol,",,3.5 mg comp.x 1,Biotechno Pharm,298.32
"quinestrol,",,etinodiol SOLUNA comp.x 1,Biotechno Pharm,298.3
"quinidina,sulfato",,"QUINIDINA grag.x 20 77.004,44",DomÃ­nguez,2172.92
"quinina,sulfato",CIRCONYL,200 mg comp.x 30,Trb-Pharma,20500.0
rabeprazol,RABEC,10 mg comp.x 14,Elea,12700.32
rabeprazol,RABEC,10 mg comp.x 28,Elea,35505.03
rabeprazol,RABEC,20 mg comp.x 14,Elea,24923.92
rabeprazol,RABEC,20 mg comp.x 28,Elea,58293.75
racotumomab,,VAXIRA Iny.f.a.x 1,Elea,7950111.03
raltegravir,ISENTRESS S,100 mg comp.mast.x 60,MSD Argentina,1589723.61
raltegravir,,100 mg,MSD Argentina,1558190.12
raltegravir,ISENTRESS S,400 mg comp.rec.x 60,MSD Argentina,1545466.45
raltegravir,ISENTRESS S,600 mg comp.rec.x 60,MSD Argentina,1390913.14
ramipril,"TRITACE 50.334,62",10 mg comp.x 30,PharmaDorf,17441.35
ramipril,"LOSTAPRES 53.887,73",10 mg comp.x 30,Temis-LostalÃ³,17611.5
ramipril,"TRITACE 20.720,47",2.5 mg comp.x 30,PharmaDorf,7179.81
ramipril,"LOSTAPRES 22.033,24",2.5 mg comp.x 30,Temis-LostalÃ³,7202.83
ramipril,"TRITACE 37.075,03",5 mg comp.x 30,PharmaDorf,12846.8
ramipril,"LOSTAPRES 40.438,22",5 mg comp.x 30,Temis-LostalÃ³,13219.46
"ramipril,",,mg,Temis-LostalÃ³,30095.83
"ramipril,",,mg,Temis-LostalÃ³,53428.54
"ramipril,",,5 mg comp.x 30,PharmaDorf,18191.08
ramucirumab,,1 x 10 ml,Raffo,4803593.65
ramucirumab,,1 x 50 ml,Raffo,24018033.36
ranibizumab,,x 0.23 ml+aguja,Novartis,4209381.46
ranitidina,FABOACID,150 mg comp.rec.x 20,Savant Generic,608.62
ranitidina,FABOACID,300 mg comp.rec.x 30,Savant Generic,1514.77
rasagilina,"RAGIPAR 32.593,86",1 mg comp.ran.x 30,Baliarda,11639.01
rasagilina,"AGILINE 2.059,73",1 mg comp.x 30,Beta,1029.87
rasagilina,"RASAX 31.419,11",1 mg comp.x 30,Rontag,12007.3
rasagilina,"ELBRUS 33.474,00",1 mg comp.x 30,Roemmers,12643.3
rasagilina,"AZILECT 40.520,97",1 mg comp.x 30,Teva argentina,11934.8
rasburicasa,FASTURTEC 1.,5mg,Sanofi-Aventis,5032741.04
rebamipida,,x 5 ml,Max Vision,35910.0
regorafenib,REZITIX,40 mg comp.rec. 3 x 28,Eczane,21914216.43
regorafenib,,40 mg,Bayer (PH),31311713.84
relugolix,GORAX,120 mg comp. x 30,Varifarma,1202230.79
remdesivir,,100 mg,Gador,2442269.12
remifentanilo,,5 mg,Lazar,116158.01
remifentanilo,,5 x 10 ml,Aspen Pharma,42265.35
remifentanilo,,5 x 5 ml,IMA,317280.77
remifentanilo,,5 mg,Richet,186061.1
remifentanilo,,5 mg,Fresenius Kabi,477750.13
remifentanilo,,5 mg,Gray,170395.03
repaglinida,"GLUKENIL 19.662,07",0.5 mg comp.x 30,Lazar,5093.62
repaglinida,"SESTRINE 28.107,13",0.5 mg comp.x 30,Beta,9468.01
repaglinida,"CRAVENORM 10.339,21",1 mg comp.x 30,Craveri,5169.61
repaglinida,"GLUKENIL 20.481,56",1 mg comp.x 30,Lazar,5339.23
repaglinida,"SESTRINE 42.148,69",1 mg comp.x 30,Beta,9468.01
repaglinida,"SESTRINE 118.997,26",1 mg comp.x 90,Beta,26731.76
repaglinida,"GLUKENIL 21.444,80",2 mg comp.x 30,Lazar,5397.57
repaglinida,"SESTRINE 52.906,79",2 mg comp.x 30,Beta,7821.38
repaglinida,"SESTRINE 148.609,16",2 mg comp.x 90,Beta,26435.89
resinas,,30 ml,Biol,8484.3
resinas,,92 ml,Biol,29145.19
"retinoico,Ã¡c",,30 g,DomÃ­nguez,15142.01
"retinoico,Ã¡c",,10 g,DomÃ­nguez,6422.79
"retinoico,Ã¡c",,10 g,DomÃ­nguez,7602.14
"retinoico,Ã¡c",,10 g,DomÃ­nguez,8326.16
"retinoico,Ã¡c",,30 g,DomÃ­nguez,14783.94
"retinoico,Ã¡c",,30 g,Oxapharma,38536.56
"retinoico,Ã¡c",,30 g,Oxapharma,40833.85
"retinoico,Ã¡c",,30 g,Oxapharma,47589.1
"retinoico,Ã¡c",,30 g,Oxapharma,52189.66
"retinoico,Ã¡c.,",,30 g,Eurolab,1325.0
"retinoico,Ã¡c.,",,30 g,Eurolab,1325.0
ribavirina,XILOPAR,200 mg caps.x 50,GP Pharm,68919.18
ribavirina,RIBAVIRINA ARISTON,200 mg caps.x 50,Ariston,111948.03
ribociclib,KISQALI,200 mg comp.rec.x 21,Novartis,3743310.79
ribociclib,KISQALI,200 mg comp.rec.x 63,Novartis,11229931.12
"ribosomas,",,"proteoglicanos SUMMAVAC R comp.x 12 53.420,00",CassarÃ¡,19385.0
rifabutina,TAMBUX,150 mg caps.x 30,Richmond,155114.18
rifamicina,,20 g,Klonal,2225.24
rifampicina,"RIFALEP 9.460,00",300 mg caps.x 8,Austral,2956.0
rifampicina,RIFAMPICINA KILAB,300 mg caps.x 8,Kilab,10983.84
rifampicina,"RIFAMPICINA RICHET 20.840,49",300 mg caps.x 8,Richet,3257.68
rifampicina,,600 mg,Richet,12605.96
rifampicina,,50 ml,Richet,3617.85
"rifampicina,",,isoniacida RIFALEP PLUS caps.x 32,Austral,40620.0
"rifampicina,",,rec.x 60,Lafedar,154659.05
rifaximina,LISIBACTER,200 mg comp.rec.x 10,Roemmers,11233.0
rifaximina,"COLOXIMINA 12.950,21",200 mg comp.rec.x 10,Eurofarma,5258.19
rifaximina,,200 mg comp.rec.x 20,,8809.1
rifaximina,"LISIBACTER 20.109,00",200 mg comp.rec.x 20,Roemmers,6991.28
rifaximina,"COLOXIMINA 21.547,25",200 mg comp.rec.x 20,Eurofarma,8748.86
